VFG0-	VFG012832__ipaH1.4	VFG012833__ipaH1.4	VFG012834__ipaH1.4	VFG012835__ipaH1.4	VFG012836__ipaH1.4	VFG012838__ipaH2.5	VFG012839__ipaH2.5	VFG020143__ipaH1.4
VFG0-_1	VFG012840__ipaH4.5	VFG012841__ipaH4.5	VFG012842__ipaH4.5	VFG012843__ipaH4.5	VFG012844__ipaH4.5	VFG020144__ipaH4.5
VFG0-_2	VFG002041__ipaH7.8	VFG012845__ipaH7.8	VFG012847__ipaH7.8	VFG012848__ipaH7.8	VFG012849__ipaH7.8	VFG020145__ipaH7.8
VFG0-_3	VFG002042__ipaH9.8	VFG012850__ipaH9.8	VFG012852__ipaH9.8	VFG012853__ipaH9.8	VFG012854__ipaH9.8	VFG020146__ipaH9.8
VFG012837__ipaH2	VFG012837__ipaH2.5
cluster_93	VFG035062__nleH1	VFG035064__nleH1	VFG035067__nleH1_1	VFG035070__nleH1_1	VFG035071__nleH1_1	VFG041707__nleH3
cluster_930	VFG004331__stfF	VFG018312__stfF	VFG021587__stfF	VFG021589__stfF	VFG021590__stfF	VFG021592__stfF
cluster_931	VFG004333__stfF	VFG021591__stfF
cluster_932	VFG000823__etgA	VFG033621__E2348C_3959	VFG033622__G2583_4434	VFG033623__ECO55CA74_21270	VFG033627__ECO103_3629	VFG033628__ECO111_3763	VFG033629__ECO26_5260
cluster_933	VFG035354__aaiA
cluster_934	VFG042402__ycbU
cluster_935	VFG042333__PMI2341
cluster_936	VFG042890__pilT
cluster_937	VFG042234__hrpP
cluster_938	VFG000804__cesT	VFG033493__cesT	VFG033499__cesT	VFG033500__cesT	VFG041554__cesT
cluster_939	VFG002334__fliL	VFG023647__fliL
cluster_94	VFG041518__nleH
cluster_940	VFG004205__safD	VFG004206__safD	VFG004209__safD	VFG018342__safD	VFG021393__safD	VFG021394__safD	VFG021395__safD	VFG021396__safD	VFG021397__safD	VFG021398__safD
cluster_941	VFG041215__cts2N
cluster_942	VFG042886__pilP
cluster_943	VFG043243__YPO0744
cluster_944	VFG000988__ipgC	VFG012723__ipgC	VFG012725__ipgC	VFG012726__ipgC	VFG020119__ipgC
cluster_945	VFG003563__yst1G
cluster_946	VFG018089__inv	VFG018948__inv
cluster_947	VFG035389__aaiH
cluster_948	VFG042894__pilK
cluster_949	VFG043062__fliL
cluster_95	VFG001010__spa32	VFG012699__spa32	VFG012702__spa32
cluster_950	VFG000391__yscO	VFG003328__yscO	VFG003468__yscO	VFG020267__yscO	VFG023722__yscO
cluster_951	VFG001432__cssA	VFG042484__cssA
cluster_952	VFG042541__fasC
cluster_953	VFG043113__fliL
cluster_954	VFG041534__ROD_30071
cluster_955	VFG000994__ipgF	VFG012735__ipgF	VFG012737__ipgF	VFG012738__ipgF	VFG020122__ipgF
cluster_956	VFG013654__pilM
cluster_957	VFG042312__yapE
cluster_958	VFG018560__orgC
cluster_959	VFG042730__csgA	VFG045793__csgA	VFG046073__csgA
cluster_96	VFG002374__prt
cluster_960	VFG000458__csgA	VFG004118__csgA	VFG004119__csgA	VFG004136__csgA	VFG021256__csgA	VFG021259__csgA	VFG021260__csgA	VFG021262__csgA
cluster_961	VFG000722__cesD	VFG000820__cesD	VFG033596__cesD	VFG033601__cesD	VFG033602__cesD	VFG041538__cesD
cluster_962	VFG000818__sepD	VFG033579__sepD	VFG033581__ECH74115_5068	VFG033582__sepD	VFG033585__sepD	VFG041539__sepD
cluster_963	VFG002050__gspG	VFG012902__gspG	VFG020155__gspG	VFG040952__gspG
cluster_964	VFG003522__YE3543A
cluster_965	VFG001002__mxiM	VFG012667__mxiM	VFG012669__mxiM	VFG012670__mxiM	VFG020105__mxiM
cluster_966	VFG017874__YpsIP31758_B0112
cluster_967	VFG017885__ypm_a	VFG043796__ypm_c
cluster_968	VFG012458__Ag43	VFG033838__agn43	VFG046099__Ag43
cluster_969	VFG020329__pltB
cluster_97	VFG023792__YE105_C1177
cluster_970	VFG033584__sepD
cluster_971	VFG000478__Fur_family
cluster_972	VFG003635__orgC	VFG003636__orgC	VFG003638__orgC	VFG003639__orgC	VFG018561__orgC	VFG020350__orgC	VFG020352__orgC	VFG020354__orgC	VFG020356__orgC
cluster_973	VFG021411__sefD
cluster_974	VFG042437__afaD_VII
cluster_975	VFG043795__ypm_b
cluster_976	VFG000762__bfpL
cluster_977	VFG000758__bfpH	VFG042793__bfpH
cluster_978	VFG002332__fliJ	VFG023643__fliJ
cluster_979	VFG017883__YpsIP31758_B0121
cluster_98	VFG000589__pipB	VFG003993__pipB	VFG003995__pipB	VFG003996__pipB	VFG018419__pipB	VFG020999__pipB	VFG021000__pipB	VFG021001__pipB	VFG021004__pipB	VFG021005__pipB
cluster_980	VFG002661__fliJ	VFG003419__fliJ	VFG017316__fliJ	VFG018985__fliJ
cluster_981	VFG041099__sciJ
cluster_982	VFG041114__sciW
cluster_983	VFG043227__flgB
cluster_984	VFG044290__pbtH
cluster_985	VFG000554__invI	VFG003736__invI	VFG003738__invI	VFG018520__invI	VFG020529__invI	VFG020530__invI	VFG020535__invI	VFG020536__invI
cluster_986	VFG000561__invH	VFG003771__invH	VFG003774__invH	VFG018507__invH	VFG020593__invH	VFG020594__invH	VFG020595__invH	VFG020596__invH	VFG020597__invH	VFG020598__invH	VFG020599__invH
cluster_987	VFG000945__draD	VFG042426__afaD	VFG042450__daaD	VFG045795__afaD	VFG046075__ECVR50_3235
cluster_988	VFG002683__flgN	VFG002802__flgN	VFG003441__flgN	VFG017338__flgN
cluster_989	VFG013561__pilP
cluster_99	VFG040931__etpC
cluster_990	VFG000906__hlyA	VFG012484__hlyA	VFG012485__hlyA	VFG012486__hlyA	VFG033892__hlyA	VFG033893__hlyA
cluster_991	VFG018506__invH
cluster_992	VFG041075__YPO0503
cluster_993	VFG042514__fotC
cluster_994	VFG042757__lngT
cluster_995	VFG042772__cofT
cluster_996	VFG043060__fliJ
cluster_997	VFG043111__fliJ
cluster_998	VFG000383__lcrR	VFG002813__lcrR	VFG003460__lcrR	VFG023707__lcrR
cluster_999	VFG000854__aafB	VFG034575__aafB
